zone_encoded,vehicle_encoded,platform_encoded,avg_daily_income,month,account_age_days,income_percentile,seasonal_index,actual_claims_month,fair_weekly_premium,is_high_risk
0,0,3,512.65,1,47,0.843,0.8,0,120.0,0
0,3,3,563.51,8,218,0.156,1.55,0,120.0,0
0,0,2,657.72,2,152,0.731,0.8,0,120.0,0
2,0,2,836.32,9,608,0.179,1.3,0,120.0,1
1,0,2,268.39,9,109,0.097,1.3,1,120.0,0
1,2,4,551.81,5,147,0.889,0.95,0,120.0,0
2,3,4,1025.98,3,410,0.666,0.8,0,120.0,1
1,2,1,878.7,5,404,0.644,0.95,1,120.0,0
1,2,1,663.98,5,42,0.214,0.95,0,120.0,0
1,0,0,839.48,4,136,0.468,0.85,0,120.0,0
2,3,0,672.39,8,131,0.616,1.55,2,120.0,1
1,2,1,537.2,2,16,0.674,0.8,0,120.0,0
2,0,0,208.66,12,1,0.028,0.8,0,120.0,1
1,0,1,390.97,9,19,0.253,1.3,0,120.0,0
1,2,2,541.4,3,379,0.854,0.8,0,120.0,0
1,0,0,520.09,2,89,0.655,0.8,0,120.0,0
0,0,0,805.1,9,655,0.658,1.3,1,120.0,0
2,0,1,893.7,3,80,0.802,0.8,0,120.0,1
0,2,4,771.55,11,522,0.643,0.8,0,120.0,0
2,0,0,433.61,9,78,0.18,1.3,1,120.0,1
2,3,4,648.72,10,728,0.099,0.8,2,120.0,1
2,1,4,552.41,7,613,0.018,1.6,2,120.0,1
3,0,0,693.26,8,7,0.252,1.55,3,120.0,1
2,0,1,388.1,2,566,0.471,0.8,1,120.0,1
1,3,0,405.54,12,21,0.708,0.8,1,120.0,0
0,2,2,796.36,7,101,0.311,1.6,1,120.0,0
2,0,4,992.18,11,195,0.289,0.8,0,120.0,1
2,1,2,965.96,4,50,0.061,0.85,2,120.0,1
2,0,2,830.75,1,589,0.554,0.8,0,120.0,1
1,0,2,807.14,1,534,0.998,0.8,1,120.0,0
2,2,2,772.7,8,367,0.348,1.55,2,120.0,1
2,1,2,783.34,8,225,0.915,1.55,0,120.0,1
0,1,0,396.38,8,184,0.423,1.55,0,120.0,0
3,3,0,376.98,8,509,0.301,1.55,4,120.0,1
1,0,0,403.81,10,713,0.798,0.8,1,120.0,0
1,0,3,648.02,3,202,0.547,0.8,1,120.0,0
2,3,2,347.34,6,40,0.763,1.4,0,120.0,1
2,0,2,879.27,9,219,0.477,1.3,1,120.0,1
2,0,3,710.5,1,441,0.196,0.8,0,120.0,1
2,0,1,441.01,5,333,0.349,0.95,3,120.0,1
0,2,2,820.95,5,644,0.106,0.95,1,120.0,0
3,0,3,711.84,6,462,0.564,1.4,2,120.0,1
1,0,2,659.4,3,290,0.38,0.8,1,120.0,0
0,3,1,394.5,8,650,0.827,1.55,0,120.0,0
1,2,4,425.5,3,200,0.809,0.8,0,120.0,0
3,2,4,624.79,2,331,0.695,0.8,2,120.0,1
2,3,0,858.59,9,391,0.961,1.3,0,120.0,1
1,3,1,501.57,12,59,0.659,0.8,0,120.0,0
0,2,4,772.49,10,422,0.444,0.8,0,120.0,0
1,2,4,657.87,4,452,0.545,0.85,1,120.0,0
0,2,2,747.61,7,687,0.444,1.6,1,120.0,0
0,0,3,532.64,7,662,0.351,1.6,0,120.0,0
1,0,1,668.4,8,273,0.894,1.55,3,120.0,1
1,0,3,782.24,1,589,0.746,0.8,0,120.0,0
1,0,3,1063.78,9,389,0.016,1.3,1,120.0,0
2,0,0,852.38,6,612,0.094,1.4,1,120.0,1
1,0,1,578.96,2,293,0.688,0.8,0,120.0,0
1,2,2,889.77,1,138,0.254,0.8,0,120.0,0
1,2,0,1073.17,6,370,0.047,1.4,0,120.0,0
2,2,0,666.62,5,8,0.503,0.95,2,120.0,1
1,2,3,486.28,8,100,0.675,1.55,1,120.0,1
3,0,4,927.88,8,621,0.151,1.55,3,120.0,1
0,3,4,414.0,7,219,0.303,1.6,0,120.0,0
1,2,3,440.9,1,479,0.865,0.8,1,120.0,0
0,3,4,815.61,12,243,0.603,0.8,0,120.0,0
2,3,0,623.53,2,138,0.511,0.8,1,120.0,1
0,0,3,640.84,6,92,0.671,1.4,0,120.0,0
2,2,4,754.78,6,255,0.446,1.4,2,120.0,1
2,1,3,455.09,4,525,0.503,0.85,1,120.0,1
1,3,3,586.91,12,18,0.27,0.8,1,120.0,0
3,0,2,293.68,2,633,0.536,0.8,1,120.0,1
1,1,4,645.11,10,728,0.776,0.8,1,120.0,0
1,1,0,502.27,12,696,0.925,0.8,0,120.0,0
1,3,3,644.85,11,590,0.119,0.8,0,120.0,0
0,3,3,803.92,11,309,0.018,0.8,0,120.0,0
1,0,4,344.9,7,69,0.204,1.6,0,120.0,1
2,3,0,684.02,5,538,0.985,0.95,0,120.0,1
2,1,3,846.16,8,246,0.816,1.55,1,120.0,1
2,0,4,1037.27,6,558,0.288,1.4,2,120.0,1
3,0,1,541.2,1,588,0.088,0.8,2,120.0,1
2,1,4,796.23,3,445,0.025,0.8,0,120.0,1
3,3,4,915.66,2,602,0.314,0.8,1,120.0,1
0,2,4,200.0,12,108,0.74,0.8,0,61.79,0
1,3,1,902.16,1,285,0.98,0.8,1,120.0,0
2,0,2,670.81,11,56,0.645,0.8,0,120.0,1
0,0,3,393.07,12,264,0.726,0.8,0,120.0,0
0,0,4,771.85,6,287,0.446,1.4,0,120.0,0
1,0,3,602.66,7,554,0.219,1.6,0,120.0,1
1,0,4,879.49,8,124,0.275,1.55,0,120.0,1
2,0,1,631.3,3,363,0.166,0.8,1,120.0,1
1,0,2,670.83,10,540,0.572,0.8,1,120.0,0
1,0,3,669.2,4,424,0.566,0.85,1,120.0,0
2,3,1,542.09,12,124,0.439,0.8,2,120.0,1
0,1,2,670.46,5,709,0.969,0.95,0,120.0,0
0,3,2,557.4,8,466,0.575,1.55,0,120.0,0
2,0,1,525.69,10,122,0.003,0.8,1,120.0,1
1,2,0,615.68,12,93,0.74,0.8,0,120.0,0
2,2,1,749.86,6,599,0.931,1.4,2,120.0,1
1,3,0,607.84,4,503,0.132,0.85,0,120.0,0
2,2,0,516.17,8,13,0.079,1.55,3,120.0,1
0,0,0,356.22,4,3,0.449,0.85,0,120.0,0
2,0,3,743.68,5,190,0.27,0.95,0,120.0,1
1,0,2,691.31,10,111,0.664,0.8,1,120.0,0
3,3,3,591.74,11,348,0.461,0.8,1,120.0,1
1,0,2,698.07,10,214,0.365,0.8,1,120.0,0
0,2,2,452.71,7,169,0.785,1.6,0,120.0,0
2,0,3,916.65,2,657,0.408,0.8,1,120.0,1
3,3,3,705.23,8,217,0.815,1.55,2,120.0,1
2,0,3,637.78,4,536,0.518,0.85,1,120.0,1
3,3,3,704.2,11,23,0.641,0.8,2,120.0,1
1,0,1,824.02,7,453,0.086,1.6,0,120.0,1
2,0,0,892.17,4,418,0.608,0.85,0,120.0,1
1,3,1,835.46,11,165,0.215,0.8,0,120.0,0
1,0,4,525.56,12,301,0.871,0.8,0,120.0,0
2,3,0,411.63,11,507,0.468,0.8,0,120.0,1
3,1,1,616.04,3,204,0.58,0.8,1,120.0,1
1,0,0,613.05,6,321,0.922,1.4,1,120.0,1
2,0,1,677.96,8,7,0.074,1.55,2,120.0,1
1,1,4,925.37,8,674,0.641,1.55,1,120.0,1
1,0,4,627.8,10,237,0.687,0.8,0,120.0,0
1,0,0,578.57,5,440,0.343,0.95,0,120.0,0
2,3,3,790.91,11,219,0.118,0.8,0,120.0,1
2,0,0,585.54,1,498,0.923,0.8,0,120.0,1
1,0,1,613.64,11,664,0.211,0.8,1,120.0,0
1,2,3,442.37,8,116,0.577,1.55,2,120.0,1
1,0,3,698.15,10,697,0.944,0.8,1,120.0,0
1,2,1,859.1,2,105,0.596,0.8,0,120.0,0
2,0,2,322.9,4,74,0.288,0.85,0,120.0,1
3,1,1,722.69,7,726,0.462,1.6,4,120.0,1
0,2,2,801.02,2,605,0.823,0.8,1,120.0,0
1,0,3,797.17,2,104,0.176,0.8,0,120.0,0
3,0,1,953.99,5,236,0.364,0.95,2,120.0,1
0,0,0,600.38,12,223,0.867,0.8,1,120.0,0
1,0,2,380.05,11,238,0.625,0.8,1,120.0,0
0,3,4,948.32,10,352,0.739,0.8,0,120.0,0
3,0,2,866.71,11,157,0.029,0.8,1,120.0,1
1,3,1,747.56,8,126,0.597,1.55,1,120.0,1
1,0,4,372.29,12,6,0.05,0.8,0,120.0,0
0,0,0,839.52,11,64,0.53,0.8,0,120.0,0
0,3,2,530.54,10,524,0.62,0.8,1,120.0,0
2,0,2,891.01,1,114,0.463,0.8,2,120.0,1
1,0,1,548.0,11,280,0.702,0.8,3,120.0,0
2,0,3,434.64,5,428,0.657,0.95,1,120.0,1
0,0,0,790.51,4,514,0.137,0.85,0,120.0,0
2,0,2,337.98,12,658,0.296,0.8,1,120.0,1
2,3,1,791.57,3,210,0.65,0.8,2,120.0,1
3,0,3,564.17,3,216,0.553,0.8,0,120.0,1
0,1,2,782.91,1,152,0.819,0.8,0,120.0,0
1,1,1,468.56,12,256,0.304,0.8,1,120.0,0
3,3,1,959.86,2,4,0.241,0.8,1,120.0,1
2,0,3,381.77,10,604,0.456,0.8,0,120.0,1
0,1,1,543.25,10,117,0.03,0.8,0,120.0,0
2,0,1,1124.79,3,480,0.848,0.8,0,120.0,1
0,0,2,490.2,4,242,0.493,0.85,0,120.0,0
2,3,3,372.18,12,524,0.038,0.8,0,120.0,1
1,3,1,934.48,3,641,0.839,0.8,0,120.0,0
0,3,3,1095.2,8,318,0.694,1.55,1,120.0,0
1,3,1,917.27,1,373,0.57,0.8,1,120.0,0
1,1,2,772.24,11,622,0.922,0.8,1,120.0,0
3,0,1,573.94,3,151,0.961,0.8,1,120.0,1
1,0,1,292.99,7,576,0.938,1.6,1,120.0,1
3,0,3,412.52,2,327,0.121,0.8,0,120.0,1
1,1,2,469.69,7,494,0.756,1.6,1,120.0,1
2,2,2,759.53,1,222,0.876,0.8,2,120.0,1
1,2,0,836.51,9,168,0.138,1.3,1,120.0,0
1,2,4,663.85,5,213,0.603,0.95,2,120.0,0
2,0,1,375.48,1,480,0.743,0.8,0,120.0,1
0,2,3,418.8,11,245,0.88,0.8,1,120.0,0
1,0,1,603.54,6,235,0.636,1.4,0,120.0,1
1,2,1,616.57,11,672,0.34,0.8,2,120.0,0
0,0,3,598.11,5,87,0.752,0.95,0,120.0,0
2,0,1,735.81,9,240,0.206,1.3,0,120.0,1
2,2,1,391.31,2,369,0.192,0.8,1,120.0,1
0,2,0,605.66,12,330,0.43,0.8,1,120.0,0
1,0,0,817.25,6,369,0.343,1.4,0,120.0,1
0,0,4,603.07,4,310,0.815,0.85,0,120.0,0
2,3,2,579.0,4,87,0.226,0.85,0,120.0,1
0,0,0,643.45,3,713,0.598,0.8,0,120.0,0
0,0,1,892.34,1,233,0.819,0.8,0,120.0,0
0,0,3,846.5,2,536,0.281,0.8,0,120.0,0
1,2,1,624.38,8,703,0.016,1.55,0,120.0,1
3,0,0,709.98,3,215,0.92,0.8,2,120.0,1
2,2,4,967.44,3,77,0.925,0.8,1,120.0,1
1,1,1,596.07,8,406,0.994,1.55,2,120.0,1
2,0,1,611.13,11,125,0.597,0.8,2,120.0,1
1,2,0,862.44,8,590,0.71,1.55,1,120.0,1
0,0,0,673.85,4,93,0.681,0.85,0,120.0,0
1,1,3,733.47,11,323,0.206,0.8,0,120.0,0
3,0,1,564.24,2,472,0.887,0.8,1,120.0,1
1,0,2,712.13,10,73,0.709,0.8,0,120.0,0
3,3,1,512.19,10,331,0.431,0.8,1,120.0,1
1,2,1,688.84,12,128,0.222,0.8,1,120.0,0
1,0,1,616.9,1,562,0.623,0.8,0,120.0,0
1,0,3,605.68,12,457,0.178,0.8,2,120.0,0
1,0,0,662.04,2,132,0.839,0.8,1,120.0,0
1,0,3,427.89,7,94,0.442,1.6,1,120.0,1
2,0,2,200.0,2,603,0.09,0.8,1,120.0,1
1,0,4,986.31,1,441,0.902,0.8,0,120.0,0
1,0,4,408.22,10,236,0.338,0.8,1,120.0,0
3,0,4,856.97,11,521,0.848,0.8,0,120.0,1
1,2,4,818.08,3,556,0.807,0.8,0,120.0,0
3,0,4,741.34,6,211,0.103,1.4,2,120.0,1
0,0,2,1136.84,1,585,0.371,0.8,0,120.0,0
2,2,4,849.61,4,17,0.428,0.85,1,120.0,1
2,2,3,543.3,6,674,0.212,1.4,2,120.0,1
2,0,3,385.34,6,484,0.157,1.4,1,120.0,1
0,0,3,402.63,7,728,0.521,1.6,2,120.0,0
1,1,0,729.31,10,1,0.414,0.8,1,120.0,0
2,0,4,713.84,2,578,0.586,0.8,0,120.0,1
2,2,3,772.38,11,77,0.85,0.8,0,120.0,1
2,0,4,779.35,2,265,0.664,0.8,2,120.0,1
1,3,0,443.09,4,492,0.409,0.85,0,120.0,0
2,0,4,597.61,3,500,0.544,0.8,2,120.0,1
1,2,1,541.4,12,209,0.485,0.8,0,120.0,0
1,0,4,769.45,3,667,0.659,0.8,0,120.0,0
2,0,3,727.29,10,307,0.143,0.8,2,120.0,1
2,2,1,375.0,6,612,0.746,1.4,0,120.0,1
2,0,0,466.78,12,274,0.856,0.8,2,120.0,1
1,2,4,703.87,9,446,0.576,1.3,2,120.0,0
0,2,3,438.38,9,88,0.45,1.3,0,120.0,0
1,0,2,569.81,6,124,0.879,1.4,1,120.0,1
1,0,3,918.13,9,429,0.429,1.3,1,120.0,0
1,3,3,570.99,10,659,0.721,0.8,1,120.0,0
1,2,0,422.03,4,228,0.638,0.85,0,120.0,0
2,1,4,726.26,4,596,0.101,0.85,1,120.0,1
0,0,2,528.88,1,712,0.609,0.8,0,120.0,0
1,0,1,772.33,7,170,0.501,1.6,0,120.0,1
2,3,1,509.83,7,713,0.866,1.6,2,120.0,1
0,0,1,734.59,11,245,0.558,0.8,0,120.0,0
2,3,3,718.14,12,368,0.147,0.8,0,120.0,1
0,2,3,312.49,7,188,0.32,1.6,1,120.0,0
1,3,3,367.22,5,705,0.615,0.95,1,120.0,0
3,3,3,1004.86,8,509,0.781,1.55,1,120.0,1
0,3,3,330.14,8,132,0.234,1.55,0,120.0,0
1,3,1,750.47,9,401,0.134,1.3,1,120.0,0
1,2,0,456.65,11,272,0.817,0.8,0,120.0,0
2,2,1,635.59,10,590,0.269,0.8,2,120.0,1
2,0,1,835.45,12,61,0.976,0.8,2,120.0,1
1,0,1,540.17,9,726,0.089,1.3,2,120.0,0
2,1,3,733.9,6,5,0.273,1.4,2,120.0,1
1,3,2,968.98,7,448,0.982,1.6,0,120.0,1
0,3,1,1024.18,10,506,0.936,0.8,0,120.0,0
0,1,3,407.68,11,6,0.844,0.8,1,120.0,0
1,0,0,551.72,12,145,0.998,0.8,0,120.0,0
2,0,4,783.7,2,477,0.623,0.8,0,120.0,1
1,0,1,1001.87,1,333,0.562,0.8,1,120.0,0
2,0,0,951.29,11,102,0.425,0.8,1,120.0,1
2,0,0,746.97,3,8,0.112,0.8,1,120.0,1
0,0,2,429.34,4,727,0.194,0.85,1,120.0,0
2,0,3,299.23,1,120,0.009,0.8,1,120.0,1
1,3,2,200.0,8,600,0.375,1.55,1,120.0,1
0,0,2,768.12,12,652,0.002,0.8,0,120.0,0
3,1,3,668.3,4,19,0.773,0.85,3,120.0,1
1,0,2,652.65,3,273,0.291,0.8,2,120.0,0
2,0,4,460.21,10,573,0.66,0.8,0,120.0,1
2,0,3,1032.1,1,67,0.821,0.8,0,120.0,1
1,0,4,502.71,12,227,0.782,0.8,0,120.0,0
3,0,0,549.97,8,316,0.657,1.55,4,120.0,1
0,0,3,827.63,1,537,0.729,0.8,0,120.0,0
3,2,4,513.56,3,62,0.848,0.8,1,120.0,1
0,3,2,827.41,1,676,0.22,0.8,0,120.0,0
2,0,3,455.75,12,309,0.33,0.8,1,120.0,1
2,3,1,536.76,4,17,0.567,0.85,3,120.0,1
1,1,0,717.64,8,552,0.31,1.55,1,120.0,1
1,0,4,676.81,9,504,0.363,1.3,2,120.0,0
1,0,3,711.97,1,703,0.625,0.8,1,120.0,0
0,0,0,887.31,6,46,0.644,1.4,0,120.0,0
0,0,1,976.08,2,702,0.076,0.8,0,120.0,0
0,2,4,291.33,9,624,0.55,1.3,0,120.0,0
3,2,2,506.05,4,626,0.589,0.85,1,120.0,1
2,2,2,617.38,9,401,0.072,1.3,0,120.0,1
0,0,2,605.96,11,283,0.938,0.8,1,120.0,0
1,2,3,845.3,3,615,0.857,0.8,0,120.0,0
1,2,0,883.71,4,510,0.073,0.85,0,120.0,0
0,2,4,652.05,5,511,0.232,0.95,1,120.0,0
2,2,0,545.55,4,61,0.835,0.85,1,120.0,1
3,1,0,1014.72,7,619,0.561,1.6,2,120.0,1
1,0,0,755.44,2,24,0.312,0.8,0,120.0,0
2,3,4,680.86,5,474,0.787,0.95,3,120.0,1
1,3,0,431.12,11,45,0.638,0.8,0,120.0,0
0,0,2,507.74,5,285,0.512,0.95,0,120.0,0
0,2,2,711.23,12,468,0.085,0.8,0,120.0,0
1,0,3,637.01,7,118,0.704,1.6,0,120.0,1
1,1,3,620.55,10,482,0.188,0.8,1,120.0,0
0,2,1,1167.54,5,368,0.518,0.95,0,120.0,0
0,0,0,828.39,4,463,0.57,0.85,0,120.0,0
0,0,1,732.61,9,591,0.65,1.3,0,120.0,0
0,3,4,692.0,11,237,0.828,0.8,0,120.0,0
2,0,0,659.58,4,615,0.37,0.85,1,120.0,1
2,3,4,667.47,2,352,0.813,0.8,2,120.0,1
2,0,0,289.19,9,616,0.652,1.3,2,120.0,1
1,3,0,562.78,12,308,0.325,0.8,0,120.0,0
1,2,4,659.34,5,261,0.326,0.95,0,120.0,0
3,2,4,826.82,5,49,0.64,0.95,1,120.0,1
2,0,1,739.28,1,161,0.874,0.8,1,120.0,1
1,2,4,696.1,1,268,0.835,0.8,0,120.0,0
2,0,3,657.28,9,315,0.441,1.3,1,120.0,1
2,0,0,899.1,12,415,0.252,0.8,0,120.0,1
1,3,2,568.47,11,105,0.2,0.8,2,120.0,0
2,0,3,474.89,9,389,0.666,1.3,2,120.0,1
2,2,0,1011.41,3,287,0.935,0.8,0,120.0,1
3,3,2,855.73,4,113,0.852,0.85,0,120.0,1
1,0,4,672.3,4,711,0.758,0.85,0,120.0,0
1,0,4,878.55,2,228,0.314,0.8,1,120.0,0
2,3,3,671.72,6,514,0.095,1.4,3,120.0,1
2,3,2,838.53,11,8,0.157,0.8,2,120.0,1
1,0,2,491.04,11,579,0.726,0.8,1,120.0,0
1,3,2,590.79,3,408,0.785,0.8,0,120.0,0
1,3,1,696.68,3,432,0.334,0.8,0,120.0,0
1,0,1,977.75,8,510,0.096,1.55,2,120.0,1
2,0,3,606.81,1,424,0.53,0.8,1,120.0,1
2,0,2,716.18,12,591,0.717,0.8,1,120.0,1
3,0,3,1090.12,7,255,0.801,1.6,3,120.0,1
3,3,2,602.85,7,645,0.337,1.6,4,120.0,1
1,0,0,320.99,11,513,0.646,0.8,0,120.0,0
2,0,1,645.51,6,155,0.249,1.4,1,120.0,1
2,3,2,969.39,5,398,0.193,0.95,2,120.0,1
0,0,3,738.92,6,356,0.243,1.4,0,120.0,0
0,2,1,541.6,8,129,0.29,1.55,1,120.0,0
2,0,4,741.22,6,354,0.856,1.4,0,120.0,1
2,0,1,382.85,5,4,0.207,0.95,1,120.0,1
1,2,4,538.14,11,280,0.504,0.8,0,120.0,0
2,3,1,574.46,6,399,0.414,1.4,2,120.0,1
0,3,2,720.71,11,653,0.304,0.8,0,120.0,0
1,2,1,666.46,12,353,0.069,0.8,0,120.0,0
2,0,4,823.8,5,160,0.378,0.95,0,120.0,1
0,0,3,408.38,6,286,0.438,1.4,1,120.0,0
1,0,0,664.58,6,95,0.21,1.4,0,120.0,1
0,0,0,556.0,9,150,0.671,1.3,1,120.0,0
1,0,2,584.24,2,39,0.084,0.8,1,120.0,0
1,3,3,816.67,8,51,0.401,1.55,1,120.0,1
2,3,3,874.45,5,177,0.121,0.95,1,120.0,1
1,0,0,916.21,3,578,0.4,0.8,1,120.0,0
2,1,1,1122.97,5,228,0.119,0.95,0,120.0,1
2,2,0,697.59,11,10,0.493,0.8,1,120.0,1
2,1,3,849.11,2,113,0.852,0.8,0,120.0,1
1,1,4,903.71,1,105,0.889,0.8,0,120.0,0
2,2,3,477.29,6,690,0.431,1.4,2,120.0,1
2,0,4,367.18,8,116,0.22,1.55,1,120.0,1
1,0,4,729.81,9,106,0.876,1.3,1,120.0,0
1,3,2,521.64,6,621,0.033,1.4,0,120.0,1
0,0,2,953.92,11,130,0.51,0.8,0,120.0,0
0,3,0,474.0,4,198,0.092,0.85,1,120.0,0
0,3,1,926.86,3,579,0.879,0.8,1,120.0,0
2,2,1,559.63,9,715,0.483,1.3,2,120.0,1
2,1,2,645.17,10,665,0.427,0.8,2,120.0,1
1,0,2,581.78,5,211,0.242,0.95,1,120.0,0
1,3,4,692.0,2,487,0.7,0.8,0,120.0,0
2,3,2,398.21,8,683,0.707,1.55,1,120.0,1
0,3,0,552.92,8,136,0.989,1.55,1,120.0,0
1,0,2,379.71,7,625,0.16,1.6,0,120.0,1
1,0,0,484.9,6,599,0.956,1.4,1,120.0,1
1,1,1,929.78,1,457,0.727,0.8,1,120.0,0
1,0,2,322.98,9,114,0.879,1.3,0,120.0,0
1,3,3,579.28,10,391,0.922,0.8,1,120.0,0
2,2,0,383.91,2,526,0.773,0.8,1,120.0,1
1,0,1,608.76,2,312,0.373,0.8,0,120.0,0
1,0,2,646.46,12,254,0.266,0.8,0,120.0,0
2,0,2,578.57,4,461,0.692,0.85,0,120.0,1
2,1,2,691.03,7,632,0.325,1.6,1,120.0,1
1,3,1,490.32,2,197,0.781,0.8,0,120.0,0
1,0,2,543.29,4,187,0.413,0.85,0,120.0,0
2,0,3,881.32,7,636,0.646,1.6,3,120.0,1
2,0,3,776.39,11,526,0.946,0.8,0,120.0,1
1,2,3,749.06,4,106,0.98,0.85,0,120.0,0
1,0,4,395.21,3,327,0.627,0.8,0,120.0,0
1,0,1,503.68,8,532,0.799,1.55,0,120.0,1
3,3,4,1017.23,10,494,0.577,0.8,1,120.0,1
2,0,1,573.61,6,79,0.245,1.4,1,120.0,1
2,2,2,495.19,3,528,0.209,0.8,0,120.0,1
2,2,1,867.94,8,240,0.375,1.55,2,120.0,1
2,0,3,497.61,7,545,0.45,1.6,1,120.0,1
1,0,2,364.16,10,265,0.346,0.8,1,120.0,0
2,3,2,547.29,5,578,0.333,0.95,2,120.0,1
1,0,3,967.77,11,188,0.647,0.8,0,120.0,0
1,0,3,1040.68,8,88,0.3,1.55,1,120.0,1
2,3,0,598.97,6,717,0.892,1.4,1,120.0,1
1,1,2,564.77,4,524,0.383,0.85,1,120.0,0
1,0,2,651.21,1,456,0.06,0.8,0,120.0,0
3,0,4,574.85,2,370,0.607,0.8,1,120.0,1
2,2,1,910.64,12,30,0.528,0.8,2,120.0,1
2,0,1,445.4,12,637,0.632,0.8,2,120.0,1
2,0,2,676.31,9,140,0.856,1.3,2,120.0,1
3,2,4,643.17,5,622,0.588,0.95,0,120.0,1
1,0,2,200.0,1,440,0.514,0.8,0,120.0,0
2,1,4,912.47,7,223,0.467,1.6,2,120.0,1
1,0,2,463.44,11,99,0.925,0.8,0,120.0,0
2,0,4,642.14,3,303,0.179,0.8,1,120.0,1
2,0,4,760.91,12,176,0.166,0.8,2,120.0,1
2,0,2,873.22,6,250,0.621,1.4,2,120.0,1
2,1,1,754.89,1,40,0.301,0.8,2,120.0,1
2,0,1,954.91,2,99,0.942,0.8,1,120.0,1
1,2,1,761.12,8,671,0.55,1.55,0,120.0,1
0,2,1,343.61,7,212,0.346,1.6,1,120.0,0
0,1,2,537.97,11,598,0.25,0.8,0,120.0,0
1,2,3,457.97,1,729,0.075,0.8,1,120.0,0
0,1,1,887.96,3,498,0.278,0.8,0,120.0,0
1,2,4,245.12,3,434,0.631,0.8,0,120.0,0
0,1,3,729.73,2,345,0.722,0.8,1,120.0,0
1,3,2,793.65,9,522,0.735,1.3,0,120.0,0
2,0,4,550.67,1,527,0.691,0.8,2,120.0,1
2,3,0,620.49,9,399,0.758,1.3,2,120.0,1
1,0,1,200.0,8,556,0.526,1.55,2,120.0,1
2,0,4,533.58,5,253,0.952,0.95,0,120.0,1
1,0,0,995.71,11,274,0.449,0.8,0,120.0,0
2,0,3,399.6,8,429,0.257,1.55,2,120.0,1
1,3,4,590.05,5,34,0.374,0.95,1,120.0,0
1,2,2,1211.83,6,129,0.068,1.4,2,120.0,0
2,0,0,404.82,5,201,0.522,0.95,0,120.0,1
2,2,0,618.27,9,725,0.983,1.3,1,120.0,1
0,2,2,644.72,10,501,0.798,0.8,0,120.0,0
1,1,1,624.24,8,550,0.143,1.55,2,120.0,1
1,3,3,672.9,5,464,0.519,0.95,0,120.0,0
0,0,3,468.78,7,246,0.916,1.6,0,120.0,0
1,1,2,716.98,8,218,0.58,1.55,2,120.0,1
1,2,1,205.75,8,478,0.849,1.55,0,120.0,1
1,2,1,798.55,11,405,0.59,0.8,0,120.0,0
1,2,1,597.23,12,451,0.273,0.8,1,120.0,0
0,2,4,587.55,12,550,0.388,0.8,0,120.0,0
1,1,1,459.29,10,74,0.255,0.8,0,120.0,0
0,3,3,808.89,10,27,0.911,0.8,0,120.0,0
2,0,3,778.73,10,226,0.094,0.8,2,120.0,1
0,2,4,633.58,7,551,0.319,1.6,0,120.0,0
1,3,2,533.26,9,418,0.698,1.3,2,120.0,0
1,3,4,708.2,2,557,0.842,0.8,1,120.0,0
2,0,3,491.38,11,440,0.209,0.8,0,120.0,1
0,3,0,672.66,11,44,0.55,0.8,0,120.0,0
0,0,2,545.91,8,524,0.836,1.55,0,120.0,0
1,3,0,732.87,2,229,0.888,0.8,0,120.0,0
1,0,0,786.14,2,111,0.219,0.8,0,120.0,0
1,0,4,988.41,7,478,0.704,1.6,1,120.0,1
2,0,4,788.03,5,637,0.91,0.95,0,120.0,1
3,1,1,652.51,6,418,0.809,1.4,1,120.0,1
2,0,2,740.45,8,565,0.471,1.55,2,120.0,1
2,0,3,634.69,6,318,0.616,1.4,1,120.0,1
1,0,2,433.19,6,22,0.333,1.4,0,120.0,1
1,0,1,457.27,8,590,0.127,1.55,2,120.0,1
0,0,0,831.48,1,403,0.954,0.8,2,120.0,0
0,3,4,1018.99,4,653,0.943,0.85,0,120.0,0
0,0,3,617.72,5,580,0.354,0.95,1,120.0,0
2,0,2,678.64,4,723,0.639,0.85,2,120.0,1
2,0,2,670.91,10,480,0.354,0.8,1,120.0,1
0,0,0,395.09,5,345,0.291,0.95,0,120.0,0
1,0,2,719.31,12,656,0.457,0.8,0,120.0,0
2,0,2,973.91,2,595,0.502,0.8,1,120.0,1
2,0,0,702.18,5,305,0.646,0.95,0,120.0,1
1,3,4,324.01,5,69,0.626,0.95,2,120.0,0
1,1,2,551.39,3,515,0.634,0.8,0,120.0,0
1,3,2,774.98,8,128,0.486,1.55,2,120.0,1
1,3,0,626.93,8,33,0.282,1.55,0,120.0,1
0,0,1,210.91,5,100,0.013,0.95,0,80.74,0
1,2,4,603.33,5,691,0.325,0.95,0,120.0,0
2,3,1,713.28,7,545,0.696,1.6,3,120.0,1
1,2,4,833.03,7,447,0.203,1.6,0,120.0,1
2,3,0,514.85,7,548,0.299,1.6,1,120.0,1
0,3,2,806.85,8,118,0.065,1.55,0,120.0,0
2,3,1,725.17,5,652,0.64,0.95,1,120.0,1
2,0,0,804.46,10,497,0.849,0.8,1,120.0,1
1,0,1,946.97,8,163,0.579,1.55,2,120.0,1
3,3,1,563.35,10,407,0.159,0.8,0,120.0,1
2,0,0,651.71,6,711,0.691,1.4,2,120.0,1
1,0,3,1010.67,11,323,0.308,0.8,1,120.0,0
3,1,4,924.42,11,389,0.957,0.8,0,120.0,1
