city,date,month,rainfall_mm,temp_celsius,aqi,trigger_fired
bangalore,2025-05-17,5,4.25,43.33,67.3,1
bangalore,2025-05-18,5,0.47,42.75,116.2,1
bangalore,2025-05-19,5,1.94,42.16,90.2,1
bangalore,2025-05-20,5,1.15,42.82,109.4,1
bangalore,2025-05-21,5,3.29,43.75,78.8,1
bangalore,2025-05-22,5,3.06,41.64,102.4,0
bangalore,2025-05-23,5,1.5,45.21,182.0,1
bangalore,2025-05-24,5,1.43,43.01,84.4,1
bangalore,2025-05-25,5,0.49,48.99,93.6,1
bangalore,2025-05-26,5,0.79,42.78,107.4,1
bangalore,2025-05-27,5,1.76,43.02,138.3,1
bangalore,2025-05-28,5,0.97,42.7,87.6,1
bangalore,2025-05-29,5,0.75,44.45,37.6,1
bangalore,2025-05-30,5,1.69,42.2,138.1,1
bangalore,2025-05-31,5,2.03,43.93,123.7,1
bangalore,2025-06-01,6,13.19,33.5,129.7,0
bangalore,2025-06-02,6,7.88,36.56,37.8,0
bangalore,2025-06-03,6,2.99,38.33,92.2,0
bangalore,2025-06-04,6,7.81,39.7,60.6,0
bangalore,2025-06-05,6,5.8,40.15,81.5,0
bangalore,2025-06-06,6,34.65,39.83,124.4,0
bangalore,2025-06-07,6,2.94,39.3,111.7,0
bangalore,2025-06-08,6,28.72,38.67,80.2,0
bangalore,2025-06-09,6,12.48,35.06,65.5,0
bangalore,2025-06-10,6,13.73,36.97,65.1,0
bangalore,2025-06-11,6,14.25,44.09,89.3,1
bangalore,2025-06-12,6,16.13,38.48,126.0,0
bangalore,2025-06-13,6,5.6,39.62,113.0,0
bangalore,2025-06-14,6,8.06,37.81,96.0,0
bangalore,2025-06-15,6,9.34,39.8,21.5,0
bangalore,2025-06-16,6,10.55,38.78,112.1,0
bangalore,2025-06-17,6,8.57,40.82,82.9,0
bangalore,2025-06-18,6,25.33,41.12,116.6,0
bangalore,2025-06-19,6,4.65,38.9,88.0,0
bangalore,2025-06-20,6,11.85,38.49,140.3,0
bangalore,2025-06-21,6,10.71,36.11,112.2,0
bangalore,2025-06-22,6,9.64,38.32,84.2,0
bangalore,2025-06-23,6,9.77,36.39,99.9,0
bangalore,2025-06-24,6,18.68,35.74,91.2,0
bangalore,2025-06-25,6,21.41,37.2,83.3,0
bangalore,2025-06-26,6,35.59,36.36,62.6,0
bangalore,2025-06-27,6,9.99,38.94,59.2,0
bangalore,2025-06-28,6,4.22,37.05,21.9,0
bangalore,2025-06-29,6,5.23,34.54,87.4,0
bangalore,2025-06-30,6,41.65,39.73,69.3,0
bangalore,2025-07-01,7,15.99,31.73,68.5,0
bangalore,2025-07-02,7,6.09,32.52,102.4,0
bangalore,2025-07-03,7,20.12,33.15,75.1,0
bangalore,2025-07-04,7,27.7,32.62,131.7,0
bangalore,2025-07-05,7,56.69,36.88,99.0,1
bangalore,2025-07-06,7,9.96,30.34,124.3,0
bangalore,2025-07-07,7,15.39,31.25,97.8,0
bangalore,2025-07-08,7,29.12,30.86,141.0,0
bangalore,2025-07-09,7,32.88,33.58,100.3,0
bangalore,2025-07-10,7,9.63,36.04,91.3,0
bangalore,2025-07-11,7,25.29,29.1,69.7,0
bangalore,2025-07-12,7,2.12,31.2,20.0,0
bangalore,2025-07-13,7,8.07,31.02,100.6,0
bangalore,2025-07-14,7,4.81,30.33,122.0,0
bangalore,2025-07-15,7,16.9,32.08,96.2,0
bangalore,2025-07-16,7,2.4,32.16,136.3,0
bangalore,2025-07-17,7,22.15,26.58,101.4,0
bangalore,2025-07-18,7,17.2,30.07,65.6,0
bangalore,2025-07-19,7,9.49,29.25,154.0,0
bangalore,2025-07-20,7,26.88,29.34,81.5,0
bangalore,2025-07-21,7,13.08,32.15,116.7,0
bangalore,2025-07-22,7,49.99,30.95,46.5,0
bangalore,2025-07-23,7,33.8,31.06,103.5,0
bangalore,2025-07-24,7,5.6,30.1,87.4,0
bangalore,2025-07-25,7,1.37,30.51,80.2,0
bangalore,2025-07-26,7,16.13,28.87,167.6,0
bangalore,2025-07-27,7,24.23,30.96,70.6,0
bangalore,2025-07-28,7,30.16,29.18,92.4,0
bangalore,2025-07-29,7,27.44,34.56,72.1,0
bangalore,2025-07-30,7,24.47,34.77,124.9,0
bangalore,2025-07-31,7,20.39,34.42,47.9,0
bangalore,2025-08-01,8,28.15,29.3,107.7,0
bangalore,2025-08-02,8,2.91,34.53,82.1,0
bangalore,2025-08-03,8,0.91,29.41,130.6,0
bangalore,2025-08-04,8,42.96,27.31,109.7,0
bangalore,2025-08-05,8,18.62,34.04,76.1,0
bangalore,2025-08-06,8,30.42,34.22,96.3,0
bangalore,2025-08-07,8,16.34,29.26,137.8,0
bangalore,2025-08-08,8,14.45,32.57,136.3,0
bangalore,2025-08-09,8,4.87,33.35,94.9,0
bangalore,2025-08-10,8,18.86,31.33,112.8,0
bangalore,2025-08-11,8,7.37,33.41,114.3,0
bangalore,2025-08-12,8,18.16,28.99,69.0,0
bangalore,2025-08-13,8,14.37,35.35,111.8,0
bangalore,2025-08-14,8,33.93,32.19,83.2,0
bangalore,2025-08-15,8,2.47,30.39,136.7,0
bangalore,2025-08-16,8,25.46,33.04,45.5,0
bangalore,2025-08-17,8,18.9,31.99,80.6,0
bangalore,2025-08-18,8,23.41,32.46,105.7,0
bangalore,2025-08-19,8,37.17,28.73,62.4,0
bangalore,2025-08-20,8,12.95,34.22,52.9,0
bangalore,2025-08-21,8,10.62,31.72,150.5,0
bangalore,2025-08-22,8,15.88,31.35,114.0,0
bangalore,2025-08-23,8,21.49,31.34,111.6,0
bangalore,2025-08-24,8,16.59,32.96,83.3,0
bangalore,2025-08-25,8,2.77,32.57,80.8,0
bangalore,2025-08-26,8,27.27,30.78,32.5,0
bangalore,2025-08-27,8,5.77,35.92,99.4,0
bangalore,2025-08-28,8,5.69,32.74,115.3,0
bangalore,2025-08-29,8,6.6,29.69,56.7,0
bangalore,2025-08-30,8,19.14,35.21,123.1,0
bangalore,2025-08-31,8,5.32,31.38,57.3,0
bangalore,2025-09-01,9,0.66,31.47,58.8,0
bangalore,2025-09-02,9,13.55,32.21,111.2,0
bangalore,2025-09-03,9,4.76,32.34,114.1,0
bangalore,2025-09-04,9,22.98,33.32,91.5,0
bangalore,2025-09-05,9,2.65,27.93,73.7,0
bangalore,2025-09-06,9,1.05,31.34,117.5,0
bangalore,2025-09-07,9,1.01,32.0,99.1,0
bangalore,2025-09-08,9,7.68,29.21,52.3,0
bangalore,2025-09-09,9,9.57,29.14,62.8,0
bangalore,2025-09-10,9,11.61,34.15,131.0,0
bangalore,2025-09-11,9,14.06,30.68,95.2,0
bangalore,2025-09-12,9,3.97,32.03,108.1,0
bangalore,2025-09-13,9,8.74,29.38,104.4,0
bangalore,2025-09-14,9,22.02,33.52,100.4,0
bangalore,2025-09-15,9,10.5,34.6,57.4,0
bangalore,2025-09-16,9,2.21,31.99,38.7,0
bangalore,2025-09-17,9,2.07,31.26,87.8,0
bangalore,2025-09-18,9,8.67,32.25,95.4,0
bangalore,2025-09-19,9,11.86,30.79,130.1,0
bangalore,2025-09-20,9,2.28,31.82,99.3,0
bangalore,2025-09-21,9,9.83,30.28,87.8,0
bangalore,2025-09-22,9,7.36,30.9,93.6,0
bangalore,2025-09-23,9,18.61,33.3,117.6,0
bangalore,2025-09-24,9,23.03,37.89,110.1,0
bangalore,2025-09-25,9,10.08,32.91,82.0,0
bangalore,2025-09-26,9,15.85,29.41,43.9,0
bangalore,2025-09-27,9,25.61,33.63,125.3,0
bangalore,2025-09-28,9,2.52,33.43,88.8,0
bangalore,2025-09-29,9,20.88,34.22,73.5,0
bangalore,2025-09-30,9,1.9,32.29,69.1,0
bangalore,2025-10-01,10,0.59,27.96,140.1,0
bangalore,2025-10-02,10,1.1,29.62,165.2,0
bangalore,2025-10-03,10,1.44,32.55,98.9,0
bangalore,2025-10-04,10,4.49,31.06,95.9,0
bangalore,2025-10-05,10,0.86,31.34,116.6,0
bangalore,2025-10-06,10,0.85,29.39,137.1,0
bangalore,2025-10-07,10,1.05,33.96,173.1,0
bangalore,2025-10-08,10,0.95,30.73,149.4,0
bangalore,2025-10-09,10,2.01,32.45,132.7,0
bangalore,2025-10-10,10,2.97,32.81,154.2,0
bangalore,2025-10-11,10,0.72,33.1,191.9,0
bangalore,2025-10-12,10,3.6,32.88,161.4,0
bangalore,2025-10-13,10,0.94,35.65,147.5,0
bangalore,2025-10-14,10,2.76,31.51,126.8,0
bangalore,2025-10-15,10,3.77,33.9,143.2,0
bangalore,2025-10-16,10,0.41,27.14,108.5,0
bangalore,2025-10-17,10,3.71,30.23,139.3,0
bangalore,2025-10-18,10,1.81,33.34,162.3,0
bangalore,2025-10-19,10,1.1,32.98,149.2,0
bangalore,2025-10-20,10,0.91,31.34,157.7,0
bangalore,2025-10-21,10,0.67,30.16,160.5,0
bangalore,2025-10-22,10,1.46,31.91,90.6,0
bangalore,2025-10-23,10,0.55,27.26,129.1,0
bangalore,2025-10-24,10,2.38,33.13,137.8,0
bangalore,2025-10-25,10,0.93,35.08,164.1,0
bangalore,2025-10-26,10,1.83,31.01,117.5,0
bangalore,2025-10-27,10,2.39,31.5,152.5,0
bangalore,2025-10-28,10,2.11,33.34,126.0,0
bangalore,2025-10-29,10,0.88,33.08,106.4,0
bangalore,2025-10-30,10,0.6,32.12,170.4,0
bangalore,2025-10-31,10,1.32,31.85,206.2,0
bangalore,2025-11-01,11,0.7,31.28,122.4,0
bangalore,2025-11-02,11,0.26,34.46,246.1,0
bangalore,2025-11-03,11,3.04,30.45,179.1,0
bangalore,2025-11-04,11,0.72,29.34,165.0,0
bangalore,2025-11-05,11,2.14,33.38,183.6,0
bangalore,2025-11-06,11,0.07,33.72,155.0,0
bangalore,2025-11-07,11,0.6,28.27,193.6,0
bangalore,2025-11-08,11,1.49,35.02,175.4,0
bangalore,2025-11-09,11,0.8,32.35,178.5,0
bangalore,2025-11-10,11,0.79,30.09,133.8,0
bangalore,2025-11-11,11,0.4,33.73,193.4,0
bangalore,2025-11-12,11,0.19,31.52,171.8,0
bangalore,2025-11-13,11,3.06,35.08,159.1,0
bangalore,2025-11-14,11,0.35,32.62,173.6,0
bangalore,2025-11-15,11,1.49,33.35,146.3,0
bangalore,2025-11-16,11,2.24,30.29,238.9,0
bangalore,2025-11-17,11,0.63,29.61,137.9,0
bangalore,2025-11-18,11,1.07,31.15,164.9,0
bangalore,2025-11-19,11,2.3,31.38,179.5,0
bangalore,2025-11-20,11,0.48,28.93,245.5,0
bangalore,2025-11-21,11,0.53,31.68,167.5,0
bangalore,2025-11-22,11,0.99,35.05,203.0,0
bangalore,2025-11-23,11,3.3,29.91,189.3,0
bangalore,2025-11-24,11,1.67,31.56,167.8,0
bangalore,2025-11-25,11,1.84,28.44,184.9,0
bangalore,2025-11-26,11,0.98,29.88,175.9,0
bangalore,2025-11-27,11,1.56,34.71,201.2,0
bangalore,2025-11-28,11,1.24,33.4,183.7,0
bangalore,2025-11-29,11,0.46,29.13,227.8,0
bangalore,2025-11-30,11,1.98,31.63,145.3,0
bangalore,2025-12-01,12,1.81,20.36,219.3,0
bangalore,2025-12-02,12,1.55,22.12,260.1,0
bangalore,2025-12-03,12,1.25,21.51,226.2,0
bangalore,2025-12-04,12,1.49,20.84,228.5,0
bangalore,2025-12-05,12,0.94,24.08,227.8,0
bangalore,2025-12-06,12,0.99,24.18,222.3,0
bangalore,2025-12-07,12,1.25,21.35,241.9,0
bangalore,2025-12-08,12,0.67,20.26,265.0,0
bangalore,2025-12-09,12,2.13,22.44,260.2,0
bangalore,2025-12-10,12,1.25,20.99,179.0,0
bangalore,2025-12-11,12,2.06,23.05,218.7,0
bangalore,2025-12-12,12,0.81,20.68,203.3,0
bangalore,2025-12-13,12,0.96,21.87,214.3,0
bangalore,2025-12-14,12,0.88,21.94,230.0,0
bangalore,2025-12-15,12,0.97,24.72,262.5,0
bangalore,2025-12-16,12,1.56,21.53,180.1,0
bangalore,2025-12-17,12,1.26,22.38,213.2,0
bangalore,2025-12-18,12,1.14,21.57,222.5,0
bangalore,2025-12-19,12,0.46,21.53,219.8,0
bangalore,2025-12-20,12,2.52,20.26,233.0,0
bangalore,2025-12-21,12,1.58,19.08,222.1,0
bangalore,2025-12-22,12,4.41,19.91,190.7,0
bangalore,2025-12-23,12,1.62,21.62,312.8,0
bangalore,2025-12-24,12,0.41,25.24,233.1,0
bangalore,2025-12-25,12,0.25,23.41,245.5,0
bangalore,2025-12-26,12,0.12,25.33,201.1,0
bangalore,2025-12-27,12,1.27,23.91,221.8,0
bangalore,2025-12-28,12,2.74,21.67,214.6,0
bangalore,2025-12-29,12,2.28,23.13,236.6,0
bangalore,2025-12-30,12,4.78,22.84,275.1,0
hyderabad,2023-01-01,1,3.45,24.15,268.8,0
hyderabad,2023-01-02,1,1.68,21.28,247.5,0
hyderabad,2023-01-03,1,0.28,16.13,264.9,0
hyderabad,2023-01-04,1,1.14,20.13,260.8,0
hyderabad,2023-01-05,1,1.28,24.66,248.9,0
hyderabad,2023-01-06,1,1.11,18.87,309.0,0
hyderabad,2023-01-07,1,1.3,21.89,241.2,0
hyderabad,2023-01-08,1,0.31,20.4,297.6,0
hyderabad,2023-01-09,1,0.83,23.19,238.3,0
hyderabad,2023-01-10,1,0.19,23.57,241.2,0
hyderabad,2023-01-11,1,2.39,23.82,263.5,0
hyderabad,2023-01-12,1,1.41,24.03,271.0,0
hyderabad,2023-01-13,1,1.77,20.0,250.3,0
hyderabad,2023-01-14,1,0.56,20.13,248.0,0
hyderabad,2023-01-15,1,1.19,21.8,203.3,0
hyderabad,2023-01-16,1,1.14,21.06,255.0,0
hyderabad,2023-01-17,1,0.66,22.1,266.8,0
hyderabad,2023-01-18,1,2.55,21.2,249.9,0
hyderabad,2023-01-19,1,1.39,19.01,299.6,0
hyderabad,2023-01-20,1,0.06,20.52,263.9,0
hyderabad,2023-01-21,1,2.43,20.09,252.9,0
hyderabad,2023-01-22,1,0.7,23.02,242.0,0
hyderabad,2023-01-23,1,0.45,20.43,267.2,0
hyderabad,2023-01-24,1,0.51,19.26,218.8,0
hyderabad,2023-01-25,1,2.13,27.37,275.5,0
hyderabad,2023-01-26,1,1.01,22.54,300.1,0
hyderabad,2023-01-27,1,0.92,20.57,208.6,0
hyderabad,2023-01-28,1,4.22,18.92,248.3,0
hyderabad,2023-01-29,1,0.52,18.88,250.4,0
hyderabad,2023-01-30,1,2.04,22.79,311.4,0
hyderabad,2023-01-31,1,3.81,17.89,313.2,0
hyderabad,2023-02-01,2,0.9,22.67,95.8,0
hyderabad,2023-02-02,2,0.33,19.94,135.1,0
hyderabad,2023-02-03,2,2.8,22.48,89.0,0
hyderabad,2023-02-04,2,1.52,23.33,77.2,0
hyderabad,2023-02-05,2,0.31,27.42,94.7,0
hyderabad,2023-02-06,2,1.11,19.56,78.0,0
hyderabad,2023-02-07,2,1.7,21.39,98.0,0
hyderabad,2023-02-08,2,1.97,21.87,92.3,0
hyderabad,2023-02-09,2,1.44,24.28,144.5,0
hyderabad,2023-02-10,2,1.59,25.64,109.4,0
hyderabad,2023-02-11,2,2.06,24.49,120.3,0
hyderabad,2023-02-12,2,0.45,17.47,87.4,0
hyderabad,2023-02-13,2,2.71,20.31,101.1,0
hyderabad,2023-02-14,2,1.58,23.44,29.0,0
hyderabad,2023-02-15,2,0.52,24.99,61.2,0
hyderabad,2023-02-16,2,1.39,26.41,79.7,0
hyderabad,2023-02-17,2,5.58,23.09,96.0,0
hyderabad,2023-02-18,2,0.32,26.23,59.5,0
hyderabad,2023-02-19,2,1.04,23.23,64.3,0
hyderabad,2023-02-20,2,1.08,22.26,96.7,0
hyderabad,2023-02-21,2,3.21,22.43,52.9,0
hyderabad,2023-02-22,2,1.67,23.23,106.4,0
hyderabad,2023-02-23,2,0.44,25.57,98.2,0
hyderabad,2023-02-24,2,1.4,21.95,104.4,0
hyderabad,2023-02-25,2,1.41,20.1,47.9,0
hyderabad,2023-02-26,2,2.35,22.72,131.2,0
hyderabad,2023-02-27,2,1.79,20.88,78.3,0
hyderabad,2023-02-28,2,1.35,21.01,72.0,0
hyderabad,2023-03-01,3,1.67,32.72,56.1,0
hyderabad,2023-03-02,3,0.66,36.31,91.1,0
hyderabad,2023-03-03,3,3.96,29.66,126.0,0
hyderabad,2023-03-04,3,0.31,30.44,76.2,0
hyderabad,2023-03-05,3,0.43,28.38,68.2,0
hyderabad,2023-03-06,3,0.75,35.28,74.9,0
hyderabad,2023-03-07,3,1.84,29.09,97.3,0
hyderabad,2023-03-08,3,1.42,32.65,94.6,0
hyderabad,2023-03-09,3,1.79,29.74,96.2,0
hyderabad,2023-03-10,3,1.93,29.45,50.5,0
hyderabad,2023-03-11,3,0.1,33.64,117.2,0
hyderabad,2023-03-12,3,2.24,32.61,26.0,0
hyderabad,2023-03-13,3,0.5,32.34,90.6,0
hyderabad,2023-03-14,3,1.9,32.24,70.8,0
hyderabad,2023-03-15,3,2.46,31.14,109.3,0
hyderabad,2023-03-16,3,0.88,31.92,84.4,0
hyderabad,2023-03-17,3,0.39,33.57,93.7,0
hyderabad,2023-03-18,3,0.74,28.74,36.9,0
hyderabad,2023-03-19,3,1.19,29.57,109.3,0
hyderabad,2023-03-20,3,5.38,31.44,100.6,0
hyderabad,2023-03-21,3,1.35,31.48,118.1,0
hyderabad,2023-03-22,3,0.28,30.96,20.0,0
hyderabad,2023-03-23,3,1.73,31.92,93.2,0
hyderabad,2023-03-24,3,1.9,29.04,23.1,0
hyderabad,2023-03-25,3,0.67,30.75,81.1,0
hyderabad,2023-03-26,3,2.01,33.93,111.6,0
hyderabad,2023-03-27,3,3.02,30.27,128.3,0
hyderabad,2023-03-28,3,0.42,33.66,95.5,0
hyderabad,2023-03-29,3,3.98,33.31,44.2,0
hyderabad,2023-03-30,3,4.63,29.55,116.4,0
hyderabad,2023-03-31,3,1.95,34.06,51.9,0
hyderabad,2023-04-01,4,2.63,40.49,43.9,0
hyderabad,2023-04-02,4,0.26,39.36,64.4,0
hyderabad,2023-04-03,4,1.52,38.88,123.5,0
hyderabad,2023-04-04,4,0.99,40.69,113.7,0
hyderabad,2023-04-05,4,2.18,36.1,80.0,0
hyderabad,2023-04-06,4,1.61,35.84,87.8,0
hyderabad,2023-04-07,4,0.56,39.98,38.9,0
hyderabad,2023-04-08,4,1.84,37.47,103.7,0
hyderabad,2023-04-09,4,1.03,37.22,24.8,0
hyderabad,2023-04-10,4,2.09,38.24,74.2,0
hyderabad,2023-04-11,4,3.42,35.94,99.7,0
hyderabad,2023-04-12,4,1.26,35.18,62.4,0
hyderabad,2023-04-13,4,1.11,36.63,78.8,0
hyderabad,2023-04-14,4,0.69,40.56,60.1,0
hyderabad,2023-04-15,4,0.39,42.25,126.8,1
hyderabad,2023-04-16,4,0.21,37.72,82.4,0
hyderabad,2023-04-17,4,1.1,40.43,122.5,0
hyderabad,2023-04-18,4,1.22,40.01,88.9,0
hyderabad,2023-04-19,4,0.76,39.06,106.0,0
hyderabad,2023-04-20,4,1.75,42.54,115.6,1
hyderabad,2023-04-21,4,4.06,37.14,46.5,0
hyderabad,2023-04-22,4,2.55,41.88,60.7,0
hyderabad,2023-04-23,4,0.35,41.46,137.2,0
hyderabad,2023-04-24,4,0.98,38.88,155.0,0
hyderabad,2023-04-25,4,0.57,38.36,58.0,0
hyderabad,2023-04-26,4,0.93,38.09,102.5,0
hyderabad,2023-04-27,4,1.83,42.74,113.4,1
hyderabad,2023-04-28,4,2.24,43.2,105.9,1
hyderabad,2023-04-29,4,0.51,37.3,76.1,0
hyderabad,2023-04-30,4,1.55,39.8,103.8,0
hyderabad,2023-05-01,5,1.26,41.93,150.0,0
hyderabad,2023-05-02,5,1.82,45.26,78.9,1
hyderabad,2023-05-03,5,0.82,41.7,49.9,0
hyderabad,2023-05-04,5,0.28,41.59,148.3,0
hyderabad,2023-05-05,5,0.86,43.51,133.9,1
hyderabad,2023-05-06,5,3.0,46.32,69.6,1
hyderabad,2023-05-07,5,1.35,43.28,155.0,1
hyderabad,2023-05-08,5,1.36,40.35,43.0,0
hyderabad,2023-05-09,5,1.4,39.5,114.6,0
hyderabad,2023-05-10,5,0.79,41.22,93.2,0
hyderabad,2023-05-11,5,1.91,44.94,85.0,1
hyderabad,2023-05-12,5,6.05,41.99,104.0,0
hyderabad,2023-05-13,5,3.6,43.83,58.5,1
hyderabad,2023-05-14,5,0.55,43.15,129.0,1
hyderabad,2023-05-15,5,1.31,45.31,75.2,1
hyderabad,2023-05-16,5,0.35,45.08,60.4,1
hyderabad,2023-05-17,5,0.54,42.46,108.3,1
hyderabad,2023-05-18,5,1.12,48.8,104.7,1
hyderabad,2023-05-19,5,0.39,44.51,113.8,1
hyderabad,2023-05-20,5,1.51,45.25,36.7,1
hyderabad,2023-05-21,5,1.99,46.02,43.7,1
hyderabad,2023-05-22,5,2.73,44.55,85.1,1
hyderabad,2023-05-23,5,0.68,43.63,62.9,1
hyderabad,2023-05-24,5,0.61,45.83,158.2,1
hyderabad,2023-05-25,5,3.97,43.06,72.4,1
hyderabad,2023-05-26,5,1.81,45.71,123.7,1
hyderabad,2023-05-27,5,4.53,42.74,97.4,1
hyderabad,2023-05-28,5,0.45,43.35,100.1,1
hyderabad,2023-05-29,5,3.72,42.94,115.7,1
hyderabad,2023-05-30,5,1.24,42.91,97.9,1
hyderabad,2023-05-31,5,0.65,41.18,59.9,0
hyderabad,2023-06-01,6,2.94,39.98,116.4,0
hyderabad,2023-06-02,6,54.47,40.48,112.4,1
hyderabad,2023-06-03,6,3.58,38.4,115.6,0
hyderabad,2023-06-04,6,28.91,38.74,117.4,0
hyderabad,2023-06-05,6,12.87,38.22,94.0,0
hyderabad,2023-06-06,6,28.48,38.57,73.3,0
hyderabad,2023-06-07,6,18.21,35.95,103.4,0
hyderabad,2023-06-08,6,43.13,37.82,116.9,0
hyderabad,2023-06-09,6,10.98,38.63,50.6,0
hyderabad,2023-06-10,6,7.64,39.65,113.6,0
hyderabad,2023-06-11,6,6.33,41.02,115.9,0
hyderabad,2023-06-12,6,1.08,40.24,84.9,0
hyderabad,2023-06-13,6,22.48,36.07,29.5,0
hyderabad,2023-06-14,6,12.47,36.8,36.6,0
hyderabad,2023-06-15,6,27.21,37.34,92.9,0
hyderabad,2023-06-16,6,5.61,37.56,92.8,0
hyderabad,2023-06-17,6,23.66,39.36,106.2,0
hyderabad,2023-06-18,6,19.42,38.23,96.2,0
hyderabad,2023-06-19,6,8.35,37.92,113.0,0
hyderabad,2023-06-20,6,10.71,38.47,91.1,0
hyderabad,2023-06-21,6,6.71,38.67,46.6,0
hyderabad,2023-06-22,6,9.74,37.92,94.7,0
hyderabad,2023-06-23,6,6.48,38.64,61.3,0
hyderabad,2023-06-24,6,9.02,38.55,105.1,0
hyderabad,2023-06-25,6,21.5,41.82,117.5,0
hyderabad,2023-06-26,6,18.59,39.85,120.4,0
hyderabad,2023-06-27,6,19.13,36.24,44.9,0
hyderabad,2023-06-28,6,14.08,38.54,76.9,0
hyderabad,2023-06-29,6,2.06,37.43,40.9,0
hyderabad,2023-06-30,6,33.28,35.68,60.9,0
hyderabad,2023-07-01,7,9.27,33.36,98.7,0
hyderabad,2023-07-02,7,68.57,32.81,45.8,1
hyderabad,2023-07-03,7,12.39,34.74,90.5,0
hyderabad,2023-07-04,7,25.08,35.03,102.5,0
hyderabad,2023-07-05,7,15.85,30.34,67.3,0
hyderabad,2023-07-06,7,23.81,36.77,105.9,0
hyderabad,2023-07-07,7,30.34,31.62,72.0,0
hyderabad,2023-07-08,7,8.48,31.02,131.2,0
hyderabad,2023-07-09,7,6.21,30.88,84.7,0
hyderabad,2023-07-10,7,18.43,32.72,20.0,0
hyderabad,2023-07-11,7,9.14,30.06,104.0,0
hyderabad,2023-07-12,7,31.38,33.88,84.6,0
hyderabad,2023-07-13,7,15.47,28.99,119.8,0
hyderabad,2023-07-14,7,14.51,29.51,107.0,0
hyderabad,2023-07-15,7,12.39,31.3,22.4,0
hyderabad,2023-07-16,7,14.34,31.69,100.8,0
hyderabad,2023-07-17,7,15.19,32.43,92.0,0
hyderabad,2023-07-18,7,16.35,32.83,96.6,0
hyderabad,2023-07-19,7,14.58,34.76,106.8,0
hyderabad,2023-07-20,7,29.78,34.45,100.7,0
hyderabad,2023-07-21,7,56.44,31.63,140.3,1
hyderabad,2023-07-22,7,31.74,30.74,52.5,0
hyderabad,2023-07-23,7,27.97,32.56,68.3,0
hyderabad,2023-07-24,7,10.2,34.35,76.2,0
hyderabad,2023-07-25,7,29.0,29.9,60.7,0
hyderabad,2023-07-26,7,16.01,30.46,83.0,0
hyderabad,2023-07-27,7,8.56,36.11,103.8,0
hyderabad,2023-07-28,7,8.77,32.84,111.5,0
hyderabad,2023-07-29,7,21.28,27.92,58.3,0
hyderabad,2023-07-30,7,18.87,32.66,104.0,0
hyderabad,2023-07-31,7,39.01,30.75,81.7,0
hyderabad,2023-08-01,8,29.49,33.82,81.4,0
hyderabad,2023-08-02,8,2.02,30.68,121.2,0
hyderabad,2023-08-03,8,18.87,32.81,95.7,0
hyderabad,2023-08-04,8,1.56,33.87,77.0,0
hyderabad,2023-08-05,8,34.21,31.87,98.7,0
hyderabad,2023-08-06,8,68.63,33.4,62.6,1
hyderabad,2023-08-07,8,16.27,30.37,91.6,0
hyderabad,2023-08-08,8,26.64,30.3,94.5,0
hyderabad,2023-08-09,8,6.87,32.05,94.7,0
hyderabad,2023-08-10,8,18.32,33.39,56.8,0
hyderabad,2023-08-11,8,17.73,34.64,77.9,0
hyderabad,2023-08-12,8,28.52,28.89,120.1,0
hyderabad,2023-08-13,8,3.33,32.8,131.6,0
hyderabad,2023-08-14,8,7.79,36.22,71.3,0
hyderabad,2023-08-15,8,37.65,32.7,96.0,0
hyderabad,2023-08-16,8,17.8,30.81,113.0,0
hyderabad,2023-08-17,8,10.31,30.35,112.8,0
hyderabad,2023-08-18,8,12.2,31.84,101.5,0
hyderabad,2023-08-19,8,29.19,32.24,83.9,0
hyderabad,2023-08-20,8,20.01,32.47,106.0,0
hyderabad,2023-08-21,8,24.18,33.77,85.2,0
hyderabad,2023-08-22,8,5.22,35.34,101.3,0
hyderabad,2023-08-23,8,2.22,32.3,44.5,0
hyderabad,2023-08-24,8,20.33,31.0,56.4,0
hyderabad,2023-08-25,8,17.4,34.56,78.8,0
hyderabad,2023-08-26,8,7.83,33.41,92.5,0
hyderabad,2023-08-27,8,22.43,33.28,116.1,0
hyderabad,2023-08-28,8,43.68,34.42,126.0,0
hyderabad,2023-08-29,8,26.86,32.04,54.6,0
hyderabad,2023-08-30,8,15.54,31.99,70.7,0
hyderabad,2023-08-31,8,31.08,35.06,116.8,0
hyderabad,2023-09-01,9,11.41,28.39,113.7,0
hyderabad,2023-09-02,9,9.48,32.02,91.0,0
hyderabad,2023-09-03,9,5.42,28.74,36.9,0
hyderabad,2023-09-04,9,4.57,30.84,154.1,0
hyderabad,2023-09-05,9,3.33,30.57,108.0,0
hyderabad,2023-09-06,9,3.92,29.67,85.7,0
hyderabad,2023-09-07,9,3.86,31.58,93.1,0
hyderabad,2023-09-08,9,7.43,30.82,138.5,0
hyderabad,2023-09-09,9,4.13,31.52,20.0,0
hyderabad,2023-09-10,9,20.43,33.03,110.5,0
hyderabad,2023-09-11,9,10.77,29.98,62.4,0
hyderabad,2023-09-12,9,22.45,32.63,120.0,0
hyderabad,2023-09-13,9,6.8,31.84,95.0,0
hyderabad,2023-09-14,9,14.02,32.41,57.6,0
hyderabad,2023-09-15,9,9.15,34.86,144.5,0
hyderabad,2023-09-16,9,20.41,33.54,112.2,0
hyderabad,2023-09-17,9,2.97,33.3,92.1,0
hyderabad,2023-09-18,9,4.09,32.07,43.6,0
