policy_age_hours,claims_7d,claims_30d,gps_distance_km,account_age_days,city_match,prior_fraud_flags,claim_velocity_zscore,hour_of_day,day_of_week,income_anomaly_score,simultaneous_claims_city,is_fraud
138.06,0,4,6.85,292,0,0,-0.738,8,0,0.24,2,0
56.05,0,2,1.49,314,1,0,1.495,15,3,0.263,1,0
1.8,6,8,144.96,3,0,1,5.073,19,1,0.43,0,1
64.48,0,1,6.16,69,1,0,1.103,16,2,0.119,1,0
162.38,2,6,5.98,101,1,0,-0.735,15,5,0.051,0,0
167.28,2,2,3.78,355,1,0,0.444,21,1,0.0,0,0
46.21,2,4,0.54,324,1,0,1.026,7,1,0.252,1,0
34.54,2,6,3.82,165,1,0,0.39,20,6,0.263,1,0
47.19,2,3,8.66,256,1,0,1.198,13,2,0.058,2,0
100.91,2,6,4.65,100,1,0,0.681,10,5,0.015,0,0
49.71,1,5,2.9,219,1,0,0.175,12,5,0.101,2,0
114.26,1,1,1.78,195,1,0,0.485,16,1,0.148,1,0
96.58,2,2,6.74,64,1,0,0.288,10,2,0.095,2,0
1.18,5,9,31.28,11,0,2,3.975,17,0,0.094,0,1
13.97,2,2,5.29,182,1,0,-0.547,10,5,0.097,0,0
14.71,0,3,3.04,357,1,0,1.111,9,2,0.24,1,0
44.77,2,5,7.74,233,1,0,-0.348,12,1,0.128,2,0
123.05,1,4,1.89,160,1,0,-0.083,18,2,0.066,2,0
133.7,0,2,7.01,330,1,0,0.379,17,2,0.241,0,0
10.98,2,4,8.99,12,1,0,0.904,20,4,0.265,1,0
24.4,0,0,1.3,72,1,0,-0.46,15,4,0.118,0,0
61.38,1,2,8.82,301,1,0,0.85,15,5,0.098,2,0
50.42,1,5,3.21,107,1,0,-0.962,19,2,0.051,0,0
56.75,0,0,6.25,207,1,0,0.47,17,6,0.215,0,0
4.53,1,3,1.03,31,1,0,0.492,12,4,0.044,1,0
30.52,1,2,4.39,32,1,0,0.158,18,5,0.076,2,0
1.73,6,8,122.96,0,0,1,5.811,18,4,0.396,0,1
1.32,7,8,37.26,4,0,4,3.778,8,2,0.557,0,1
131.92,0,2,4.68,63,1,0,1.299,16,4,0.146,2,0
157.86,0,1,7.49,263,0,0,-0.736,7,5,0.153,1,0
0.48,5,8,108.47,0,0,1,5.389,11,0,0.04,0,1
96.34,0,0,6.12,359,1,0,1.494,13,4,0.065,2,0
65.8,2,4,2.81,23,1,0,0.793,12,2,0.031,0,0
4.58,1,5,5.45,146,1,0,-0.114,9,2,0.136,1,0
34.58,0,0,2.58,293,1,0,0.383,7,4,0.166,1,0
104.49,2,6,9.56,213,1,0,1.154,19,4,0.144,0,0
8.33,2,6,8.06,215,1,0,1.225,14,5,0.263,1,0
94.15,2,5,7.87,303,1,0,-0.868,21,5,0.127,1,0
38.32,2,2,3.2,40,1,0,0.404,10,0,0.071,2,0
37.68,1,2,2.53,243,1,0,-0.853,6,1,0.101,0,0
131.9,2,3,8.99,315,1,0,0.043,8,2,0.276,0,0
50.92,1,3,1.5,146,1,0,0.639,9,1,0.1,0,0
109.12,2,5,6.56,344,1,0,-0.774,21,5,0.245,0,0
69.62,0,3,3.33,159,1,0,-0.907,16,6,0.214,0,0
82.42,0,3,7.59,14,1,0,1.11,8,4,0.202,2,0
107.67,0,1,3.12,254,1,0,-0.36,11,3,0.22,1,0
68.97,0,3,5.93,322,1,0,0.602,6,1,0.024,2,0
0.46,5,8,116.88,10,0,2,5.435,21,2,0.776,0,1
56.02,2,5,6.5,324,1,0,1.194,12,2,0.228,1,0
47.17,2,5,2.49,224,1,0,0.411,18,1,0.113,1,0
51.47,1,3,3.76,114,1,0,-0.838,8,0,0.047,0,0
82.97,2,2,5.46,85,1,0,1.353,16,4,0.151,1,0
0.74,4,8,121.01,7,0,2,5.745,10,3,0.728,0,1
155.21,1,5,3.12,123,1,0,0.577,9,5,0.113,1,0
93.76,1,3,8.43,195,1,0,-0.14,14,4,0.117,2,0
56.48,2,3,0.28,188,1,0,0.461,20,0,0.152,2,0
1.0,5,9,28.05,5,0,1,4.541,10,4,0.43,0,1
0.33,4,7,80.12,13,1,3,5.456,18,1,0.582,0,1
0.95,4,4,112.86,12,0,1,5.519,13,4,0.542,0,1
0.77,7,10,67.07,7,1,3,4.141,19,0,0.413,0,1
65.54,1,1,7.53,66,1,0,0.105,19,4,0.291,0,0
0.24,7,11,95.01,3,1,4,5.986,13,4,0.548,0,1
0.12,7,9,67.12,11,1,3,2.727,6,6,0.509,0,1
73.91,2,4,2.45,108,1,0,0.33,11,0,0.28,0,0
36.09,0,4,6.55,243,1,0,-0.942,12,4,0.126,1,0
123.54,0,2,9.79,25,1,0,-0.299,15,2,0.227,2,0
23.61,2,5,4.2,339,1,0,-0.966,11,6,0.147,2,0
14.43,0,3,0.58,133,1,0,-0.194,17,4,0.11,0,0
161.2,1,1,8.76,297,1,0,0.985,9,1,0.088,1,0
104.74,1,2,5.83,147,1,0,1.274,6,0,0.165,0,0
86.62,2,2,1.2,316,0,0,-0.74,14,6,0.194,2,0
109.63,0,4,2.94,272,1,0,0.973,6,1,0.026,0,0
66.41,1,2,0.17,332,1,0,0.259,10,1,0.249,2,0
135.96,2,6,6.6,190,1,0,0.249,9,2,0.182,2,0
163.59,0,1,1.34,312,1,0,0.221,9,2,0.07,1,0
66.73,1,1,7.21,42,1,0,0.371,14,3,0.194,0,0
67.23,2,4,3.81,184,1,0,0.299,17,0,0.08,0,0
114.42,1,2,0.22,274,1,0,0.979,16,4,0.095,2,0
100.46,0,2,5.36,142,1,0,-0.831,12,3,0.104,0,0
87.4,0,2,6.63,117,1,0,1.211,8,4,0.214,0,0
18.23,1,5,3.98,90,1,0,-0.677,19,4,0.001,1,0
28.81,1,3,6.03,170,1,0,-0.095,21,3,0.036,0,0
47.34,2,4,1.35,304,1,0,-0.014,13,0,0.224,1,0
133.54,0,0,5.41,344,1,0,0.245,17,0,0.186,2,0
143.26,0,4,8.37,125,0,0,1.301,15,2,0.033,2,0
105.97,1,3,8.23,10,1,0,-0.226,18,4,0.122,0,0
16.4,2,2,2.04,245,1,0,0.892,17,6,0.115,2,0
151.08,2,5,4.9,28,1,0,0.423,20,1,0.189,1,0
71.67,1,4,8.05,138,1,0,1.29,12,2,0.05,2,0
83.11,1,5,2.49,129,1,0,-0.238,21,5,0.16,1,0
119.09,0,0,4.23,152,0,0,0.912,12,2,0.076,0,0
107.23,1,2,4.64,255,1,0,-0.061,18,3,0.163,1,0
159.63,2,4,7.29,224,1,0,1.196,21,2,0.019,0,0
17.42,0,2,2.78,182,1,0,0.574,9,3,0.148,2,0
122.72,1,2,3.83,224,1,0,0.588,7,0,0.134,0,0
42.31,0,0,8.64,155,1,0,-0.762,10,5,0.191,1,0
108.59,1,1,5.77,104,1,0,0.772,14,5,0.049,2,0
123.81,0,3,2.62,103,1,0,-0.234,13,4,0.023,0,0
1.35,5,5,49.34,12,1,3,5.119,13,1,0.85,0,1
34.94,1,4,6.67,329,1,0,-0.545,19,5,0.067,0,0
153.69,1,2,3.36,211,1,0,-0.225,12,6,0.03,0,0
0.38,7,11,108.65,3,0,4,5.649,12,4,0.833,0,1
1.67,4,5,51.13,0,0,4,3.655,16,1,0.637,0,1
71.05,2,2,4.59,93,1,0,-0.843,21,6,0.07,2,0
61.01,1,1,9.71,277,1,0,-0.939,8,3,0.275,0,0
29.08,0,3,6.32,316,1,0,1.3,15,4,0.108,2,0
89.63,0,4,0.2,308,1,0,0.971,13,2,0.223,1,0
108.21,2,6,2.22,169,1,0,0.434,21,0,0.04,2,0
132.26,1,1,5.31,142,1,0,-0.031,14,6,0.07,2,0
25.51,2,3,1.26,298,1,0,1.499,20,6,0.141,1,0
139.48,1,5,5.73,243,1,0,1.081,19,4,0.032,2,0
43.01,2,4,5.49,55,1,0,0.325,9,6,0.018,2,0
68.48,1,4,7.22,175,1,0,0.275,14,3,0.226,2,0
69.5,0,0,1.82,88,1,0,0.197,7,6,0.25,2,0
124.07,2,4,7.68,117,1,0,-0.724,15,6,0.017,0,0
38.88,1,5,6.6,201,1,0,1.092,7,3,0.203,0,0
1.69,5,8,99.82,4,0,1,2.884,18,3,0.066,0,1
92.86,1,2,0.62,295,1,0,-0.125,13,2,0.277,0,0
157.16,2,3,9.57,215,1,0,-0.87,9,3,0.236,2,0
156.58,2,3,8.27,210,1,0,-0.166,11,4,0.061,1,0
65.54,2,6,0.58,105,1,0,0.942,10,1,0.099,2,0
7.75,2,3,9.99,191,1,0,1.399,13,4,0.146,1,0
108.37,2,6,7.24,93,1,0,0.514,6,1,0.133,0,0
58.56,2,4,6.57,163,1,0,0.363,19,3,0.098,1,0
149.34,0,3,4.0,221,1,0,0.241,6,4,0.221,0,0
145.99,1,5,8.53,9,1,0,-0.216,11,4,0.015,2,0
109.77,0,1,4.36,297,1,0,1.056,16,0,0.271,0,0
80.2,0,1,6.72,62,1,0,-0.748,16,3,0.252,1,0
131.69,1,3,9.01,298,1,0,-0.831,16,5,0.179,2,0
130.62,2,3,4.69,199,1,0,-0.995,16,0,0.171,0,0
0.19,5,9,130.49,2,0,1,4.022,8,6,0.054,0,1
162.99,2,2,3.97,250,1,0,-0.643,14,5,0.249,2,0
89.49,0,0,1.56,150,1,0,0.243,15,6,0.199,2,0
70.64,1,1,2.06,319,1,0,0.85,10,2,0.137,1,0
155.48,0,1,6.72,203,0,0,-0.571,14,2,0.217,0,0
35.64,1,1,6.2,227,1,0,1.317,15,1,0.215,0,0
59.82,2,6,1.42,155,1,0,-0.423,10,5,0.021,1,0
166.78,2,2,1.74,245,1,0,0.293,16,1,0.217,0,0
158.43,1,4,8.54,16,1,0,-0.951,8,6,0.137,2,0
131.72,2,6,3.43,13,1,0,-0.754,14,4,0.299,0,0
66.38,2,3,7.67,162,1,0,1.239,8,0,0.154,1,0
95.09,2,4,6.55,77,1,0,0.917,17,2,0.158,1,0
33.02,2,6,0.24,22,1,0,-0.946,19,4,0.04,1,0
1.82,5,7,111.33,11,0,4,4.939,18,3,0.083,0,1
26.78,1,1,7.31,198,1,0,-0.268,11,2,0.161,0,0
1.28,5,5,78.36,4,1,3,4.908,18,6,0.994,0,1
153.75,0,1,7.46,79,1,0,0.346,6,3,0.045,0,0
87.53,2,4,3.43,335,1,0,1.209,16,5,0.007,0,0
11.28,2,4,4.73,94,1,0,0.889,13,1,0.215,2,0
87.95,0,0,2.27,266,1,0,0.972,6,3,0.254,2,0
108.88,0,0,1.38,90,1,0,0.67,15,1,0.029,0,0
136.53,0,2,2.01,361,1,0,1.261,7,5,0.291,0,0
48.18,0,3,5.76,289,1,0,0.645,11,1,0.185,1,0
42.78,1,3,6.49,182,1,0,1.052,7,5,0.037,2,0
78.62,2,6,1.94,237,1,0,1.2,19,3,0.16,1,0
22.26,1,1,4.83,69,1,0,-0.358,20,4,0.145,2,0
167.94,2,4,8.45,136,1,0,0.692,8,4,0.227,2,0
139.76,1,2,0.4,319,1,0,0.848,6,4,0.233,0,0
1.31,7,9,50.03,5,0,3,5.028,8,5,0.601,0,1
63.26,2,2,5.9,108,1,0,-0.969,18,1,0.02,1,0
0.4,5,8,23.21,5,0,1,2.703,21,5,0.674,0,1
123.11,2,5,2.48,165,1,0,0.587,6,1,0.058,2,0
81.86,1,3,4.3,69,1,0,0.117,11,1,0.082,1,0
60.08,0,0,5.33,41,1,0,1.152,16,0,0.054,2,0
74.97,1,2,5.11,139,1,0,-0.708,13,6,0.118,2,0
129.97,2,2,0.77,75,1,0,-0.383,21,3,0.244,1,0
131.33,0,4,9.68,139,1,0,0.192,8,5,0.128,1,0
99.4,2,4,3.24,335,1,0,-0.176,16,1,0.263,1,0
58.69,1,2,4.43,133,1,0,-0.434,13,1,0.013,2,0
67.84,2,2,5.29,245,1,0,-0.733,9,1,0.105,1,0
0.38,5,5,139.67,3,0,3,5.67,6,0,0.084,0,1
85.02,2,6,8.38,356,0,0,-0.417,20,1,0.057,1,0
0.34,4,7,136.47,13,1,4,2.565,18,1,0.264,0,1
102.88,2,3,0.39,78,1,0,-0.491,13,1,0.129,2,0
61.06,1,5,8.63,22,1,0,0.839,19,2,0.183,2,0
36.09,1,4,2.76,357,1,0,-0.697,21,3,0.144,1,0
126.89,2,4,3.73,243,1,0,1.029,21,2,0.182,0,0
22.72,2,5,7.36,93,1,0,-0.378,7,4,0.031,2,0
17.44,2,2,3.29,58,1,0,-0.02,8,5,0.181,1,0
150.49,0,0,9.8,158,1,0,-0.827,6,3,0.039,2,0
34.82,0,3,5.55,318,1,0,0.25,21,3,0.269,1,0
123.34,0,0,1.27,187,1,0,0.436,12,0,0.164,2,0
10.21,0,0,0.94,186,1,0,-0.633,18,6,0.283,1,0
42.99,0,2,9.67,354,1,0,-0.008,8,1,0.138,2,0
1.0,6,8,109.43,4,1,3,3.084,16,6,0.649,0,1
72.26,1,2,1.22,258,1,0,-0.961,21,5,0.035,0,0
32.74,2,3,3.97,207,1,0,1.041,6,4,0.057,1,0
26.68,0,2,4.19,352,1,0,1.308,9,4,0.143,0,0
17.47,1,1,0.79,273,1,0,-0.051,9,3,0.065,2,0
150.16,2,6,9.76,110,1,0,0.339,10,2,0.242,0,0
89.64,2,2,3.61,293,1,0,0.016,13,4,0.186,0,0
41.68,2,6,7.41,96,0,0,0.509,13,5,0.24,1,0
116.47,0,4,4.9,315,1,0,-0.65,17,1,0.046,2,0
133.63,1,5,9.51,231,1,0,-0.577,10,2,0.233,2,0
96.44,1,4,9.93,240,1,0,-0.605,18,6,0.022,0,0
80.38,2,3,3.62,232,1,0,0.48,13,0,0.057,1,0
1.63,4,7,146.83,0,0,4,3.736,19,4,0.497,0,1
135.24,2,3,7.02,112,1,0,0.789,20,6,0.097,2,0
34.78,0,4,0.82,188,1,0,0.786,19,6,0.172,1,0
42.87,1,3,6.74,36,1,0,0.836,16,2,0.212,1,0
104.0,2,4,4.99,22,1,0,-0.465,16,5,0.256,0,0
29.29,0,1,5.01,288,1,0,-0.788,20,0,0.172,1,0
13.04,1,3,1.47,300,1,0,1.07,14,5,0.164,2,0
155.79,0,3,2.16,199,1,0,1.21,17,5,0.254,0,0
86.41,2,2,5.28,227,1,0,0.414,17,4,0.29,2,0
7.99,0,1,1.83,62,1,0,-0.812,17,2,0.207,1,0
1.28,7,10,39.28,6,0,1,5.332,15,1,0.489,0,1
85.31,0,2,2.77,281,1,0,0.812,13,2,0.176,0,0
118.49,2,4,6.07,309,1,0,0.817,19,5,0.114,1,0
41.15,2,5,7.94,216,1,0,0.189,10,0,0.15,0,0
0.26,7,8,41.3,0,0,2,4.646,6,1,0.188,0,1
0.48,7,7,91.39,1,0,1,2.628,20,3,0.79,0,1
16.36,1,1,3.04,65,1,0,0.936,19,5,0.293,2,0
51.72,1,2,7.12,323,1,0,0.612,11,6,0.069,1,0
1.45,5,9,110.6,6,0,2,4.305,20,2,0.42,0,1
166.14,1,2,7.05,280,1,0,-0.847,19,6,0.253,1,0
1.99,6,7,111.54,8,0,3,5.778,9,3,0.105,0,1
33.4,0,1,5.3,136,1,0,-0.022,17,5,0.034,0,0
121.44,0,2,6.18,106,1,0,1.136,14,4,0.272,1,0
53.37,0,3,5.58,87,1,0,-0.591,15,2,0.029,2,0
115.28,2,6,1.65,285,1,0,0.384,15,4,0.112,2,0
120.06,1,2,5.81,127,1,0,1.482,12,1,0.054,0,0
89.98,1,2,9.36,322,1,0,-0.665,7,5,0.144,2,0
123.89,2,6,3.57,79,1,0,0.896,9,2,0.048,2,0
100.97,1,4,2.76,175,1,0,0.643,11,0,0.092,1,0
71.78,2,5,1.51,261,1,0,0.916,8,1,0.245,2,0
166.77,2,2,0.08,308,1,0,0.247,6,3,0.299,2,0
130.28,0,4,6.45,34,1,0,1.068,9,2,0.102,1,0
72.65,0,4,6.7,221,1,0,0.283,12,1,0.167,0,0
99.73,2,2,4.91,209,1,0,0.276,12,4,0.24,2,0
55.78,2,6,5.17,326,1,0,0.183,14,4,0.224,0,0
14.49,0,0,9.23,153,1,0,-0.547,13,2,0.232,2,0
59.71,0,2,6.03,327,1,0,-0.466,19,3,0.23,1,0
54.23,0,1,6.69,133,1,0,0.446,12,3,0.2,0,0
144.9,2,6,8.14,172,1,0,1.393,11,5,0.289,0,0
108.55,2,4,3.73,39,1,0,0.9,10,6,0.284,1,0
122.76,2,2,7.06,142,1,0,-0.692,21,5,0.014,0,0
91.5,0,1,0.87,341,1,0,-0.011,11,3,0.209,0,0
160.61,2,5,6.67,169,1,0,-0.245,14,1,0.127,1,0
23.68,0,4,9.57,328,1,0,1.271,7,4,0.017,0,0
0.2,7,11,48.67,0,1,1,3.702,9,0,0.333,0,1
60.7,2,4,2.62,315,1,0,-0.916,12,5,0.093,2,0
1.47,5,7,68.26,4,1,3,4.343,7,4,0.628,0,1
146.4,0,1,9.03,276,1,0,0.241,20,5,0.018,0,0
37.34,2,2,9.35,281,1,0,0.998,8,0,0.278,1,0
142.56,1,5,7.65,170,1,0,-0.622,11,0,0.158,2,0
3.93,0,0,8.59,11,1,0,-0.057,17,2,0.294,1,0
85.52,0,2,3.28,200,1,0,0.31,16,6,0.051,2,0
161.24,1,1,3.82,83,1,0,1.449,9,0,0.263,0,0
94.46,0,2,1.93,62,1,0,0.505,21,0,0.236,1,0
1.4,7,9,130.52,9,0,4,5.529,14,1,0.343,0,1
22.92,0,2,7.24,347,0,0,1.332,9,1,0.158,0,0
28.27,2,6,3.09,290,1,0,-0.677,6,6,0.021,2,0
167.11,2,2,5.06,308,1,0,1.403,19,3,0.243,1,0
59.47,0,2,0.7,321,1,0,0.119,21,0,0.113,0,0
1.05,6,10,60.41,6,0,4,3.408,17,5,0.22,0,1
153.9,2,2,0.73,361,0,0,0.311,15,3,0.213,1,0
1.42,6,6,99.97,5,0,3,5.136,7,6,0.04,0,1
3.23,0,4,4.13,73,1,0,0.763,14,2,0.094,2,0
116.02,0,2,9.51,48,1,0,0.722,15,1,0.084,2,0
142.46,0,1,3.42,49,1,0,1.449,17,6,0.238,2,0
47.36,0,4,9.72,259,1,0,-0.471,16,5,0.199,1,0
141.28,0,1,2.95,264,1,0,0.586,13,2,0.174,0,0
56.73,2,4,5.72,297,1,0,0.717,15,3,0.02,1,0
77.79,0,4,8.5,29,1,0,-0.515,6,4,0.016,0,0
33.28,0,4,7.27,190,1,0,0.99,14,4,0.262,2,0
140.84,1,3,5.72,332,1,0,-0.379,14,3,0.172,0,0
143.29,2,2,9.29,73,1,0,1.254,6,0,0.07,2,0
129.14,2,6,0.61,111,1,0,-0.493,21,2,0.223,2,0
154.92,2,3,6.04,47,1,0,0.537,10,3,0.222,0,0
32.52,2,5,6.21,335,1,0,0.406,14,1,0.066,0,0
0.86,7,11,115.32,1,0,1,5.106,8,6,0.889,0,1
49.34,0,0,5.14,117,1,0,0.889,18,4,0.021,2,0
146.61,2,3,9.17,356,1,0,-0.583,7,0,0.03,0,0
135.41,0,4,9.27,308,1,0,0.464,14,0,0.04,2,0
1.05,7,8,130.47,5,0,1,4.724,18,6,0.472,0,1
8.21,1,4,1.2,111,0,0,-0.772,6,0,0.195,2,0
1.93,5,9,108.12,10,0,2,4.663,13,2,0.603,0,1
112.15,1,4,4.61,186,1,0,0.746,11,2,0.242,1,0
2.89,1,3,1.37,234,1,0,-0.714,12,5,0.263,2,0
15.9,0,1,0.1,260,1,0,-0.339,12,4,0.237,0,0
41.85,2,6,6.99,345,1,0,-0.921,19,5,0.167,1,0
84.36,1,5,5.08,356,1,0,-0.836,8,5,0.044,2,0
160.3,0,3,6.3,123,1,0,1.165,20,6,0.299,0,0
132.97,0,2,3.75,112,1,0,1.452,15,0,0.145,2,0
6.08,1,3,0.11,268,1,0,-0.906,17,5,0.242,1,0
119.9,1,1,0.25,151,1,0,-0.263,18,5,0.113,1,0
2.68,2,6,4.73,8,1,0,-0.216,10,0,0.149,1,0
124.71,0,4,1.45,19,1,0,-0.242,13,2,0.106,0,0
70.84,1,5,10.0,140,1,0,0.927,10,6,0.263,1,0
150.76,2,3,5.16,203,1,0,0.943,15,1,0.149,1,0
73.03,0,4,0.73,122,1,0,0.735,20,3,0.059,2,0
88.53,2,4,7.25,185,1,0,-0.693,12,4,0.131,1,0
38.95,1,2,4.61,129,1,0,-0.197,18,5,0.171,2,0
56.08,0,0,3.29,343,0,0,0.893,10,2,0.228,0,0
44.49,2,2,1.62,178,1,0,-0.508,9,1,0.047,2,0
96.18,2,2,7.83,40,1,0,0.637,14,4,0.146,2,0
15.21,2,4,7.25,248,1,0,0.425,20,3,0.042,1,0
58.07,2,3,6.87,238,1,0,0.915,8,3,0.184,2,0
83.74,0,3,7.71,170,1,0,0.281,6,6,0.191,2,0
58.69,0,2,1.69,100,1,0,1.459,9,6,0.121,2,0
31.2,0,3,9.83,275,1,0,0.445,20,4,0.012,0,0
5.09,1,4,7.73,290,1,0,-0.586,10,0,0.17,0,0
77.66,2,4,6.37,215,1,0,0.025,7,3,0.12,0,0
157.51,2,3,6.22,20,1,0,0.466,11,5,0.298,1,0
47.1,0,1,5.5,79,0,0,1.117,12,5,0.277,0,0
100.18,1,5,4.06,166,1,0,1.4,18,4,0.183,1,0
13.57,1,4,2.4,65,1,0,-0.315,15,2,0.286,2,0
73.6,1,5,8.52,69,1,0,-0.089,18,5,0.247,0,0
119.16,1,3,1.46,43,1,0,1.359,15,3,0.233,1,0
29.07,1,4,7.02,7,0,0,-0.742,7,0,0.092,2,0
140.03,2,3,4.55,193,1,0,-0.841,17,3,0.083,1,0
108.82,2,4,0.16,79,1,0,-0.76,13,1,0.29,2,0
61.16,1,2,9.43,186,1,0,-0.873,9,6,0.011,2,0
104.54,2,6,2.78,223,1,0,0.874,13,4,0.028,2,0
137.26,2,6,4.81,235,1,0,-0.946,11,4,0.203,1,0
84.85,0,4,3.01,147,1,0,-0.864,17,6,0.141,1,0
132.03,0,0,5.54,84,1,0,1.409,13,5,0.071,0,0
100.4,2,5,9.6,256,1,0,-0.17,7,2,0.105,1,0
152.92,2,5,5.84,78,1,0,1.027,8,2,0.273,2,0
1.68,6,9,126.92,6,0,4,5.355,10,4,0.515,0,1
1.48,4,5,113.29,11,0,3,5.635,16,2,0.447,0,1
0.46,5,8,122.71,13,1,2,3.098,14,0,0.194,0,1
133.86,1,4,5.71,297,1,0,0.073,6,4,0.081,2,0
96.33,2,2,2.29,33,1,0,-0.148,13,2,0.232,2,0
115.01,0,0,3.86,174,1,0,0.647,7,6,0.138,2,0
1.33,6,10,80.54,11,1,4,3.564,8,4,0.036,0,1
156.7,1,5,6.93,41,0,0,0.628,19,6,0.075,1,0
61.68,1,1,2.85,242,1,0,0.608,10,1,0.034,1,0
140.68,2,3,2.04,238,1,0,0.279,11,4,0.222,0,0
96.64,2,2,3.38,336,1,0,-0.753,16,3,0.104,0,0
131.86,0,0,1.47,219,1,0,-0.016,15,0,0.068,1,0
69.38,2,2,0.74,273,1,0,-0.091,21,4,0.267,1,0
99.29,1,3,4.36,195,1,0,0.649,14,4,0.134,0,0
123.12,2,5,4.2,70,1,0,-0.914,9,2,0.106,1,0
12.2,2,2,3.61,223,1,0,-0.581,6,1,0.269,1,0
1.46,5,5,132.43,2,0,3,4.5,11,6,0.04,0,1
81.57,1,4,3.12,212,1,0,0.972,21,4,0.076,1,0
0.52,7,11,88.11,5,0,1,5.16,21,1,0.148,0,1
127.96,0,0,2.54,66,1,0,0.87,8,3,0.148,1,0
44.69,2,4,8.97,336,1,0,-0.78,19,5,0.06,0,0
109.13,0,1,3.8,238,1,0,0.099,7,2,0.06,2,0
43.96,0,2,5.92,362,1,0,-0.771,11,3,0.24,1,0
154.27,0,0,4.21,317,1,0,-0.579,14,4,0.193,1,0
155.18,2,4,1.81,363,1,0,0.276,20,3,0.264,0,0
163.61,0,3,0.97,239,1,0,1.163,6,3,0.266,0,0
53.49,0,1,9.31,221,1,0,0.009,20,1,0.139,2,0
47.23,1,1,3.27,352,1,0,1.318,11,6,0.208,2,0
42.85,1,5,9.79,81,1,0,1.043,20,6,0.021,0,0
96.21,2,5,8.18,196,1,0,0.899,11,4,0.116,1,0
99.26,2,2,8.56,354,1,0,0.6,9,3,0.102,1,0
118.27,2,3,4.32,78,1,0,0.155,9,3,0.036,2,0
93.51,0,4,3.23,36,0,0,0.493,9,6,0.23,2,0
5.92,2,4,1.73,145,1,0,0.963,6,3,0.28,2,0
92.69,2,2,1.29,221,1,0,-0.161,15,0,0.192,2,0
145.52,2,3,2.6,49,1,0,0.138,7,0,0.01,2,0
89.17,0,1,5.81,334,1,0,0.435,10,6,0.16,2,0
44.22,0,2,9.4,34,1,0,0.78,17,0,0.273,1,0
156.44,0,1,1.44,281,1,0,0.531,6,3,0.211,2,0
116.74,2,4,2.01,241,1,0,-0.334,15,2,0.016,0,0
0.29,7,7,58.99,6,0,1,5.339,13,5,0.713,0,1
53.27,1,4,3.21,312,1,0,1.055,12,2,0.085,1,0
114.17,2,2,4.58,287,1,0,1.014,10,1,0.044,0,0
0.94,6,8,53.46,7,0,4,3.042,11,3,0.698,0,1
65.93,0,1,9.28,259,1,0,-0.314,18,2,0.296,0,0
26.94,0,4,1.08,174,1,0,0.533,16,6,0.262,2,0
62.23,2,3,0.36,322,1,0,1.461,21,3,0.114,2,0
0.64,7,7,38.06,9,1,2,2.617,20,1,0.928,0,1
1.71,7,9,107.61,11,1,1,5.014,18,5,0.683,0,1
104.18,0,1,3.14,351,1,0,-0.826,16,5,0.228,1,0
23.94,0,1,8.64,83,1,0,-0.577,10,3,0.049,0,0
18.02,0,3,5.91,86,1,0,0.654,8,1,0.25,1,0
42.41,1,5,2.87,52,1,0,-0.494,16,5,0.047,2,0
145.16,2,5,6.51,333,1,0,0.322,7,2,0.169,0,0
129.05,0,4,7.81,116,1,0,-0.979,17,1,0.01,2,0
103.71,0,0,5.44,20,1,0,-0.457,11,2,0.221,0,0
0.53,7,7,139.25,3,0,2,3.696,9,3,0.843,0,1
145.48,2,2,8.14,197,1,0,-0.649,8,5,0.043,0,0
49.51,0,1,9.79,311,1,0,0.122,9,6,0.176,1,0
56.13,2,5,0.96,213,1,0,1.067,9,5,0.136,1,0
38.04,2,2,1.46,68,1,0,0.187,12,6,0.155,0,0
128.38,2,6,7.34,250,1,0,0.802,18,1,0.233,2,0
32.38,2,6,2.69,334,1,0,1.282,10,0,0.08,1,0
57.86,2,5,1.29,8,1,0,-0.131,6,4,0.257,1,0
56.44,2,5,2.89,263,1,0,-0.928,16,6,0.027,0,0
30.84,2,2,6.73,195,0,0,-0.771,21,3,0.123,0,0
58.94,2,6,9.93,313,1,0,0.021,20,4,0.061,0,0
0.34,6,6,47.39,13,0,3,2.651,13,0,0.8,0,1
21.82,1,4,6.97,149,1,0,0.648,18,5,0.173,1,0
92.99,0,0,1.82,230,1,0,0.064,11,4,0.18,2,0
98.82,2,2,1.64,107,1,0,0.797,18,1,0.12,0,0
102.42,0,2,9.42,302,1,0,-0.028,10,0,0.09,2,0
1.16,5,7,25.65,3,0,3,3.857,10,0,0.481,0,1
27.85,1,3,8.05,35,1,0,0.898,18,1,0.219,1,0
163.87,0,1,9.83,17,1,0,0.048,8,3,0.153,1,0
56.21,1,5,0.42,109,1,0,0.725,14,3,0.209,0,0
1.91,4,5,96.44,2,0,4,4.539,8,0,0.669,0,1
145.06,2,4,4.41,177,1,0,1.005,13,6,0.177,2,0
151.31,0,2,7.57,178,1,0,-0.819,18,1,0.116,2,0
108.41,1,1,0.84,262,1,0,-0.15,6,4,0.063,0,0
8.75,0,4,9.12,8,1,0,0.072,10,4,0.275,0,0
84.64,2,4,5.26,249,1,0,0.922,21,0,0.041,2,0
166.17,2,5,2.44,214,1,0,0.176,12,2,0.084,0,0
0.51,5,6,116.93,11,1,4,2.82,11,1,0.306,0,1
